year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
2013,2,5,2000,-5,2305,-7,UA,N15710,1405,EWR,TPA,156,997,20,0
2013,1,7,738,8,1017,-28,UA,N36207,10,LGA,IAH,198,1416,7,38
2013,6,12,1517,17,1659,13,UA,N78524,1435,LGA,ORD,121,733,15,17
2013,6,13,851,2,1318,84,UA,N77518,1401,EWR,MIA,170,1085,8,51
2013,5,6,954,-5,1155,-5,US,N765US,1277,LGA,CLT,79,544,9,54
2013,3,11,1851,-6,2137,-20,DL,N371DA,2159,JFK,MCO,134,944,18,51
2013,3,5,1831,62,2210,73,UA,N532UA,512,JFK,SFO,360,2586,18,31
2013,12,17,1650,20,2201,31,AA,N633AA,95,JFK,SJU,202,1598,16,50
2013,1,28,1617,47,1807,42,AA,N512AA,2223,LGA,STL,148,888,16,17
2013,1,11,737,-8,854,-28,UA,N485UA,560,EWR,ORD,115,719,7,37
2013,12,18,1350,0,1641,-25,DL,N353NB,2517,LGA,MIA,144,1096,13,50
2013,12,9,1858,-2,2259,10,DL,N707TW,435,JFK,SFO,373,2586,18,58
2013,7,23,NA,NA,NA,NA,US,,2128,LGA,BOS,NA,184,NA,NA
2013,5,6,658,-2,1024,17,DL,N907DE,2003,LGA,MIA,153,1096,6,58
2013,2,27,1030,0,1305,-35,AA,N327AA,19,JFK,LAX,308,2475,10,30
2013,1,7,658,-2,945,-49,DL,N711ZX,763,JFK,LAX,311,2475,6,58
2013,8,27,928,143,1206,116,UA,N449UA,482,EWR,FLL,139,1065,9,28
2013,3,6,2026,70,2320,73,UA,N537UA,552,EWR,SEA,330,2402,20,26
2013,3,4,830,-5,1122,-18,DL,N973DL,1959,JFK,MCO,132,944,8,30
2013,7,4,1509,14,1628,4,DL,N704X,1164,JFK,BOS,36,187,15,9
2013,10,30,747,1,1049,28,UA,N11206,1289,EWR,LAS,313,2227,7,47
2013,5,8,654,-6,956,-38,DL,N722TW,1865,JFK,SFO,336,2586,6,54
2013,1,2,1853,-7,1959,-19,US,N957UW,2187,LGA,DCA,48,214,18,53
2013,4,24,654,-6,938,-32,AA,N3BHAA,2279,LGA,MIA,144,1096,6,54
2013,9,23,1159,-5,1408,-15,UA,N423UA,998,EWR,PHX,285,2133,11,59
2013,1,15,811,11,1115,-7,DL,N937DL,1271,JFK,FLL,154,1069,8,11
2013,5,11,1900,0,2132,-13,DL,N1604R,73,JFK,ATL,119,760,19,0
2013,2,27,1826,61,2116,36,AA,N369AA,145,JFK,SAN,323,2446,18,26
2013,10,3,1024,-6,1300,7,DL,N787NC,2343,EWR,ATL,107,746,10,24
2013,4,10,2147,103,123,134,UA,N77295,1299,EWR,RSW,143,1068,21,47
2013,8,23,1658,-7,1943,-21,DL,N37700,503,JFK,SAN,301,2446,16,58
2013,7,31,2005,5,2150,14,UA,N23707,1128,LGA,ORD,122,733,20,5
2013,7,15,721,-4,959,-11,AA,N3CLAA,1815,JFK,MCO,135,944,7,21
2013,5,6,734,-6,1000,-40,AA,N474AA,715,LGA,DFW,181,1389,7,34
2013,4,12,1339,59,1516,42,DL,N344NB,1697,EWR,DTW,80,488,13,39
2013,8,2,1500,0,1609,-3,US,N959UW,2152,LGA,BOS,42,184,15,0
2013,8,28,1631,11,1837,-25,DL,N174DN,843,JFK,ATL,99,760,16,31
2013,6,3,1142,-3,1345,-15,DL,N332NB,401,EWR,ATL,105,746,11,42
2013,2,7,1501,1,1743,1,DL,N675DL,2347,LGA,ATL,125,762,15,1
2013,4,16,NA,NA,NA,NA,AA,N3HEAA,1925,LGA,MIA,NA,1096,NA,NA
2013,4,25,912,-3,1308,36,DL,N354NW,2379,LGA,FLL,172,1076,9,12
2013,3,23,1132,32,1450,40,DL,N970DL,1455,LGA,SRQ,169,1047,11,32
2013,3,21,1528,-2,1844,-38,DL,N718TW,1322,JFK,SFO,349,2586,15,28
2013,12,21,1919,119,2240,130,AA,N202AA,2488,EWR,DFW,222,1372,19,19
2013,3,25,2038,23,2148,18,AA,N3AFAA,1762,JFK,BOS,36,187,20,38
2013,3,30,1452,-3,1804,-21,DL,N711ZX,963,JFK,LAX,346,2475,14,52
2013,12,12,1737,52,2015,49,DL,N327NB,884,LGA,DEN,243,1620,17,37
2013,12,5,1423,204,1607,189,DL,N333NB,1869,LGA,DTW,85,502,14,23
2013,10,30,1919,14,2206,1,AA,N586AA,1691,EWR,DFW,200,1372,19,19
2013,9,12,2049,292,2239,312,UA,N38443,1177,EWR,ORD,114,719,20,49
2013,10,1,1157,-3,1302,-10,DL,N336NB,2451,JFK,BOS,35,187,11,57
2013,2,28,1827,-3,2110,-35,UA,N587UA,725,EWR,LAX,308,2454,18,27
2013,11,1,2020,-5,9,-17,UA,N18223,1071,EWR,BQN,195,1585,20,20
2013,6,4,556,-4,758,2,DL,N358NB,731,LGA,DTW,92,502,5,56
2013,7,27,1649,-6,1929,-21,AA,N594AA,1507,EWR,DFW,194,1372,16,49
2013,3,18,626,-3,840,-9,DL,N359NB,575,EWR,ATL,116,746,6,26
2013,8,7,1437,-4,1729,-26,DL,N361NW,1779,LGA,FLL,147,1076,14,37
2013,4,11,1543,-2,1905,-5,AA,N320AA,133,JFK,LAX,338,2475,15,43
2013,12,1,1256,-4,1515,-7,DL,N355NB,2043,JFK,ATL,111,760,12,56
2013,6,4,1245,-5,1442,-19,UA,N432UA,289,EWR,MSY,157,1167,12,45
2013,12,10,1441,1,1659,15,DL,N902DE,1231,LGA,DTW,100,502,14,41
2013,10,6,1825,-4,2010,-23,US,N549UW,425,JFK,CLT,81,541,18,25
2013,7,14,1247,2,1536,-14,AA,N5CDAA,2041,JFK,MIA,137,1089,12,47
2013,6,14,1903,18,2130,10,DL,N3759,245,JFK,PHX,272,2153,19,3
2013,10,25,2016,-1,2238,-42,UA,N597UA,771,JFK,LAX,301,2475,20,16
2013,10,23,2111,12,2356,-2,UA,N38459,1416,EWR,MCO,143,937,21,11
2013,9,20,1920,-5,2216,-32,DL,N319US,498,JFK,SAT,212,1587,19,20
2013,7,1,651,-9,822,-13,AA,N543AA,305,LGA,ORD,111,733,6,51
2013,5,27,1158,-2,1417,-17,DL,N679DA,1947,LGA,ATL,104,762,11,58
2013,5,26,1408,-7,1521,-34,AA,N486AA,337,LGA,ORD,112,733,14,8
2013,6,9,2105,-7,NA,NA,UA,N566UA,226,EWR,MCO,NA,937,21,5
2013,7,27,1126,-5,1416,-16,DL,N328NB,1875,LGA,TPA,149,1010,11,26
2013,2,21,2004,4,2255,-12,UA,N570UA,961,EWR,MIA,152,1085,20,4
2013,7,22,925,10,1229,1,DL,N347NW,2379,LGA,FLL,144,1076,9,25
2013,7,29,1800,0,1952,-20,DL,N315US,1321,EWR,MSP,146,1008,18,0
2013,10,20,724,-5,1033,12,UA,N555UA,443,JFK,LAX,347,2475,7,24
2013,12,10,1055,-5,1440,29,DL,N966DL,499,JFK,FLL,176,1069,10,55
2013,7,13,947,2,1253,-12,AA,N3FBAA,1871,LGA,MIA,152,1096,9,47
2013,2,20,2021,-8,2326,-7,UA,N554UA,771,JFK,LAX,329,2475,20,21
2013,12,20,1834,9,2053,-15,DL,N3748Y,406,JFK,ATL,116,760,18,34
2013,11,4,1059,-1,1302,-2,DL,N320NB,1869,LGA,DTW,82,502,10,59
2013,5,12,555,-8,842,-52,UA,N596UA,303,JFK,SFO,321,2586,5,55
2013,9,25,1605,0,1843,-35,DL,N3756,706,JFK,AUS,194,1521,16,5
2013,6,3,650,4,938,-14,UA,N38446,1627,EWR,PBI,140,1023,6,50
2013,7,16,2131,2,2254,10,UA,N37471,1451,EWR,BOS,38,200,21,31
2013,3,24,1444,-1,1750,-29,DL,N718TW,963,JFK,LAX,335,2475,14,44
2013,4,30,1729,0,2019,-3,UA,N816UA,700,EWR,IAH,202,1400,17,29
2013,6,6,1445,-3,1726,-14,UA,N483UA,515,LGA,IAH,198,1416,14,45
2013,7,2,1100,0,1357,9,DL,N918DL,695,JFK,MCO,142,944,11,0
2013,12,23,753,4,1041,-22,UA,N536UA,623,EWR,SAN,333,2425,7,53
2013,3,26,1408,-7,1623,-8,DL,N344NB,935,EWR,ATL,107,746,14,8
2013,3,22,1312,-3,1453,-11,US,N566UW,1895,EWR,CLT,78,529,13,12
2013,11,10,1305,-5,1551,-19,UA,N476UA,577,EWR,MIA,147,1085,13,5
2013,7,13,631,-4,828,2,US,N562UW,1229,EWR,CLT,95,529,6,31
2013,3,5,605,-5,757,-19,DL,N319US,1919,LGA,MSP,145,1020,6,5
2013,5,12,552,-8,802,-13,FL,N353AT,345,LGA,ATL,113,762,5,52
2013,12,5,1455,0,1731,-34,AA,N5FSAA,2285,JFK,MCO,130,944,14,55
2013,1,5,1109,-6,1400,-25,AA,N3FUAA,2099,LGA,MIA,153,1096,11,9
2013,5,4,1750,5,1857,2,DL,N723TW,1247,JFK,PHL,32,94,17,50
2013,8,27,1551,-6,1659,-28,UA,N37413,1569,EWR,ORD,100,719,15,51
2013,11,29,1206,-4,1459,-21,AA,N3BGAA,1143,LGA,DFW,197,1389,12,6
2013,6,20,824,-2,1100,-42,UA,N35407,1210,EWR,SEA,313,2402,8,24
2013,3,16,641,-4,827,-19,US,N169UW,1019,EWR,CLT,85,529,6,41
2013,10,3,1613,-2,1858,-17,AA,N3JCAA,65,JFK,DFW,190,1391,16,13
2013,3,12,NA,NA,NA,NA,FL,N943AT,348,LGA,ATL,NA,762,NA,NA
2013,1,11,1047,167,1356,151,UA,N510UA,397,JFK,SFO,337,2586,10,47
2013,9,5,1710,10,1917,-4,DL,N344NB,2042,EWR,ATL,99,746,17,10
2013,12,21,819,-1,1014,-7,US,N651AW,409,EWR,CLT,95,529,8,19
2013,9,28,1808,13,2016,-6,DL,N3743H,1629,JFK,LAS,282,2248,18,8
2013,11,15,836,-4,1159,4,UA,N24706,1496,EWR,SNA,359,2434,8,36
2013,4,22,1739,39,2030,8,DL,N336NB,706,JFK,AUS,212,1521,17,39
2013,9,5,559,-1,802,-13,FL,N272AT,347,LGA,ATL,100,762,5,59
2013,8,21,1526,7,1814,1,UA,N41135,1600,EWR,LAX,318,2454,15,26
2013,9,13,755,30,1038,23,AA,N4YHAA,1381,EWR,DFW,189,1372,7,55
2013,5,8,1902,2,2143,-4,DL,N177DN,73,JFK,ATL,117,760,19,2
2013,10,2,1906,1,2058,-7,DL,N361NB,1473,LGA,MEM,133,963,19,6
2013,6,12,1123,-2,1518,38,AA,N3JNAA,2099,LGA,MIA,141,1096,11,23
2013,9,30,1744,4,2017,-18,AA,N3BPAA,67,JFK,SAN,306,2446,17,44
2013,8,12,836,-4,1149,17,UA,N589UA,443,JFK,LAX,343,2475,8,36
2013,3,12,2006,41,2307,24,DL,N922DL,2139,LGA,MIA,162,1096,20,6
2013,4,25,1852,112,2041,111,AA,N4XVAA,345,LGA,ORD,114,733,18,52
2013,9,23,1446,-3,1721,-29,UA,N496UA,501,LGA,IAH,187,1416,14,46
2013,5,9,1257,-3,1541,-15,UA,N478UA,439,LGA,IAH,201,1416,12,57
2013,3,22,2000,10,2243,14,UA,N39728,1482,EWR,PHX,313,2133,20,0
2013,12,2,1949,-11,2103,-12,US,N967UW,2162,LGA,BOS,36,184,19,49
2013,5,11,2012,12,2302,-39,UA,N16709,1134,EWR,SFO,335,2565,20,12
2013,7,11,2153,3,26,-34,AA,N338AA,185,JFK,LAX,306,2475,21,53
2013,2,15,2000,0,2052,-22,US,N945UW,2142,LGA,BOS,35,184,20,0
2013,2,1,720,65,929,69,US,N712US,1791,JFK,CLT,98,541,7,20
2013,2,7,1539,9,1755,21,US,N748UW,1665,LGA,CLT,96,544,15,39
2013,10,19,944,9,1255,-1,DL,N345NW,874,LGA,MIA,156,1096,9,44
2013,9,10,627,-8,813,-20,US,N157UW,2023,EWR,CLT,78,529,6,27
2013,8,26,1744,14,2014,-12,UA,N54241,1598,EWR,SAN,296,2425,17,44
2013,4,30,1526,-3,1741,-33,UA,N449UA,563,EWR,LAS,288,2227,15,26
2013,3,2,1523,-7,1838,-38,DL,N721TW,1322,JFK,SFO,348,2586,15,23
2013,10,4,1703,18,1928,10,DL,N779NC,2042,EWR,ATL,104,746,17,3
2013,11,1,1549,44,1853,23,AA,N5EVAA,145,JFK,MIA,159,1089,15,49
2013,12,14,1628,-2,2006,51,UA,N14121,1178,EWR,IAH,228,1400,16,28
2013,3,4,1855,-5,2012,-3,US,N752US,2187,LGA,DCA,41,214,18,55
2013,12,27,1050,62,1311,2,UA,N37281,1479,EWR,LAX,304,2454,10,50
2013,9,19,1856,41,2146,18,DL,N171DZ,17,JFK,LAX,325,2475,18,56
2013,3,17,851,-9,1007,-15,US,N753US,2167,LGA,DCA,44,214,8,51
2013,4,22,844,4,1146,-4,UA,N502UA,443,JFK,LAX,338,2475,8,44
2013,12,16,950,20,1529,2,UA,N66051,15,EWR,HNL,619,4963,9,50
2013,12,10,630,0,805,-10,AA,N3JTAA,303,LGA,ORD,132,733,6,30
2013,5,3,1248,-2,1451,-4,DL,N982DL,1131,LGA,DTW,74,502,12,48
2013,6,24,1938,351,2313,389,DL,N902DE,1685,LGA,MCO,129,950,19,38
2013,1,31,1918,-2,2243,-15,DL,N3763D,6,JFK,SLC,274,1990,19,18
2013,11,9,858,-2,1121,-7,FL,N958AT,348,LGA,ATL,112,762,8,58
2013,1,28,2030,25,2257,-14,UA,N473UA,754,EWR,TPA,131,997,20,30
2013,7,17,1456,0,1709,-15,UA,N76514,1222,EWR,LAS,276,2227,14,56
2013,3,13,1717,-3,1843,-32,AA,N3HVAA,1351,JFK,ORD,116,740,17,17
2013,4,30,654,-6,838,7,UA,N826UA,583,LGA,ORD,116,733,6,54
2013,5,16,1942,102,2246,98,UA,N76505,1637,EWR,TPA,152,997,19,42
2013,9,18,1854,-5,2048,-39,DL,N3771K,801,JFK,PHX,269,2153,18,54
2013,3,21,1655,-5,1906,-18,DL,N310DE,2042,EWR,ATL,107,746,16,55
2013,5,30,1243,-7,1434,-27,UA,N469UA,368,EWR,MSY,157,1167,12,43
2013,11,15,650,-5,1113,-37,DL,N3767,315,JFK,SJU,183,1598,6,50
2013,12,23,NA,NA,NA,NA,US,,2152,LGA,BOS,NA,184,NA,NA
2013,4,3,835,-3,945,-12,UA,N491UA,795,EWR,BOS,39,200,8,35
2013,6,6,1423,-7,1759,-46,AA,N5FSAA,1635,JFK,SJU,191,1598,14,23
2013,12,3,1737,22,2020,0,DL,N335NB,1585,LGA,MCO,133,950,17,37
2013,4,24,1753,-2,2109,-11,AA,N3FUAA,1611,LGA,MIA,154,1096,17,53
2013,7,29,2004,84,2322,93,UA,N53442,1684,EWR,MIA,166,1085,20,4
2013,3,26,1524,-6,1843,-27,AA,N385AA,85,JFK,SFO,352,2586,15,24
2013,7,30,1239,-6,1336,-19,AA,N3GWAA,1850,JFK,BOS,38,187,12,39
2013,1,29,1711,101,2044,94,AA,N396AA,85,JFK,SFO,366,2586,17,11
2013,7,8,2046,25,2229,29,UA,N15710,1464,EWR,CLE,68,404,20,46
2013,11,22,2030,60,2245,47,FL,N940AT,1020,LGA,ATL,113,762,20,30
2013,12,10,1611,11,1851,9,DL,N6700,847,LGA,ATL,135,762,16,11
2013,1,21,1256,-4,1533,-4,DL,N671DN,781,LGA,ATL,128,762,12,56
2013,9,15,2043,15,2317,-13,UA,N71411,1615,EWR,AUS,195,1504,20,43
2013,2,18,703,1,1139,-19,UA,N39423,1653,EWR,SJU,200,1608,7,3
2013,2,1,1743,-2,2114,-6,AA,N332AA,177,JFK,SFO,363,2586,17,43
2013,7,30,1658,-7,1835,-20,AA,N4WKAA,345,LGA,ORD,114,733,16,58
2013,2,7,1350,50,1526,46,AA,N477AA,329,LGA,ORD,122,733,13,50
2013,7,17,946,-9,1227,-23,AA,N571AA,731,LGA,DFW,175,1389,9,46
2013,4,23,1426,-4,1847,2,AA,N5EWAA,1635,JFK,SJU,214,1598,14,26
2013,8,14,1733,3,2027,1,UA,N37298,1598,EWR,SAN,324,2425,17,33
2013,3,4,1024,-6,1156,-14,AA,N4WKAA,321,LGA,ORD,110,733,10,24
2013,5,28,1856,-4,2120,-15,DL,N662DN,947,LGA,ATL,106,762,18,56
2013,3,15,824,-6,1109,-33,UA,N538UA,999,EWR,SAN,328,2425,8,24
2013,7,18,NA,NA,NA,NA,US,,2138,LGA,BOS,NA,184,NA,NA
2013,2,21,817,7,1055,12,FL,N938AT,361,LGA,ATL,125,762,8,17
2013,6,19,1945,90,2208,37,UA,N812UA,329,EWR,SNA,298,2434,19,45
2013,5,27,1025,-4,1314,35,US,N549UW,196,JFK,PHX,308,2153,10,25
2013,10,29,1655,-5,1934,-6,DL,N930DL,1499,LGA,ATL,114,762,16,55
2013,3,8,826,-4,1100,45,AA,N433AA,313,LGA,ORD,108,733,8,26
2013,8,30,1819,19,2051,-2,UA,N524UA,786,EWR,PBI,126,1023,18,19
2013,8,12,1536,56,1841,39,UA,N805UA,207,EWR,SFO,334,2565,15,36
2013,10,27,1453,-7,1744,-31,AA,N3GTAA,2297,LGA,MIA,150,1096,14,53
2013,10,17,925,-4,1246,12,AA,N503AA,1223,EWR,DFW,210,1372,9,25
2013,9,10,746,5,954,-31,UA,N73251,1591,EWR,IAH,171,1400,7,46
2013,1,20,858,-2,1119,-27,DL,N554NW,1747,LGA,ATL,118,762,8,58
2013,4,3,1413,14,1653,-2,UA,N12238,1250,EWR,IAH,204,1400,14,13
2013,1,4,1014,-1,1207,-3,US,N177US,1103,EWR,CLT,92,529,10,14
2013,2,15,1054,-6,1147,-22,US,N958UW,2124,LGA,BOS,35,184,10,54
2013,2,14,603,3,720,-12,UA,N15712,1074,LGA,ORD,113,733,6,3
2013,6,18,1727,22,1922,12,AA,N3FGAA,1711,JFK,ORD,122,740,17,27
2013,1,29,1528,-1,1813,-24,UA,N14237,1624,EWR,FLL,145,1065,15,28
2013,5,6,1008,-7,1157,-33,US,N656AW,75,EWR,PHX,271,2133,10,8
2013,1,21,819,-11,959,-26,AA,N520AA,1855,LGA,STL,144,888,8,19
2013,12,25,1905,5,2223,-4,UA,N37466,1152,EWR,PDX,357,2434,19,5
2013,6,7,806,1,1142,25,DL,N378NW,1271,JFK,FLL,166,1069,8,6
2013,7,16,1511,26,1749,9,AA,N3HAAA,759,LGA,DFW,174,1389,15,11
2013,9,25,1820,-10,2021,-8,DL,N314US,548,EWR,DTW,76,488,18,20
2013,7,16,559,-5,659,-26,UA,N830UA,230,EWR,BOS,36,200,5,59
2013,3,19,1231,54,1601,76,UA,N77530,1601,EWR,FLL,189,1065,12,31
2013,7,12,1157,-3,1524,48,DL,N654DL,1947,LGA,ATL,133,762,11,57
2013,2,11,724,-6,1059,19,AA,N4WNAA,715,LGA,DFW,252,1389,7,24
2013,1,4,958,-2,1205,-1,US,N758US,1177,LGA,CLT,93,544,9,58
2013,7,15,1755,-5,1919,-43,UA,N16701,1187,EWR,CLE,61,404,17,55
2013,2,14,1253,-7,1406,-1,US,N757UW,2175,LGA,DCA,47,214,12,53
2013,5,31,918,113,1201,81,AA,N319AA,443,JFK,MIA,140,1089,9,18
2013,1,23,1041,-2,1313,-27,UA,N672UA,575,EWR,IAH,193,1400,10,41
2013,1,31,1655,15,2020,25,AA,N4XXAA,773,LGA,DFW,221,1389,16,55
2013,2,6,1211,-10,1512,-43,UA,N816UA,583,EWR,SFO,345,2565,12,11
2013,8,1,1725,20,1853,-2,AA,N437AA,345,LGA,ORD,108,733,17,25
2013,12,17,745,4,1056,8,UA,N14704,1061,EWR,DFW,200,1372,7,45
2013,12,12,817,-8,1029,0,US,N165US,1831,JFK,CLT,100,541,8,17
2013,10,6,1125,-10,1332,-11,DL,N915DL,2219,LGA,MSP,141,1020,11,25
2013,4,24,NA,NA,NA,NA,US,,2189,LGA,DCA,NA,214,NA,NA
2013,3,25,1417,2,1625,-6,DL,N342NB,935,EWR,ATL,111,746,14,17
2013,2,20,1656,-4,2015,-21,DL,N706TW,127,JFK,LAX,338,2475,16,56
2013,5,10,1542,-3,1842,-19,DL,N377NW,141,JFK,FLL,151,1069,15,42
2013,12,25,1700,0,2000,-20,AA,N5DSAA,172,EWR,MIA,150,1085,17,0
2013,12,16,1457,-2,1752,-1,UA,N482UA,761,EWR,TPA,154,997,14,57
2013,6,23,1902,32,2049,32,UA,N822UA,691,LGA,ORD,107,733,19,2
2013,6,23,915,0,1012,-27,DL,N326NB,867,JFK,BOS,37,187,9,15
2013,9,11,702,-8,1002,-23,AA,N332AA,1345,JFK,MIA,147,1089,7,2
2013,3,2,1459,64,1811,85,UA,N553UA,564,EWR,MCO,147,937,14,59
2013,7,27,1702,4,2005,-11,UA,N839UA,996,EWR,SFO,342,2565,17,2
2013,2,23,1518,5,1858,8,UA,N848UA,459,EWR,PHX,318,2133,15,18
2013,5,17,2053,-7,2211,1,US,N963UW,2144,LGA,BOS,41,184,20,53
2013,12,12,1710,25,1926,13,DL,N981AT,2042,EWR,ATL,107,746,17,10
2013,7,5,1109,6,1330,-15,UA,N594UA,234,EWR,LAX,304,2454,11,9
2013,1,15,628,-2,852,9,US,N177US,1433,LGA,CLT,105,544,6,28
2013,6,17,758,-2,921,8,US,N768US,2165,LGA,DCA,49,214,7,58
2013,7,30,1834,-1,2149,-6,AA,N3GAAA,269,JFK,SEA,349,2422,18,34
2013,10,10,929,5,1250,4,UA,N12221,73,EWR,SFO,328,2565,9,29
2013,11,26,655,-5,1008,6,DL,N320NB,1879,LGA,FLL,173,1076,6,55
2013,1,22,1649,-1,1748,-32,AA,N3HCAA,1790,JFK,BOS,40,187,16,49
2013,2,4,1157,-8,1506,-14,AA,N589AA,743,LGA,DFW,224,1389,11,57
2013,7,28,2037,127,108,193,UA,N555UA,389,JFK,SFO,362,2586,20,37
2013,2,17,1813,13,1930,17,US,N746UW,2185,LGA,DCA,41,214,18,13
2013,1,18,2024,24,2251,8,DL,N635DL,1147,LGA,ATL,115,762,20,24
2013,10,20,1827,-2,2035,24,UA,N79279,1053,EWR,CLE,69,404,18,27
2013,3,5,1455,-5,1756,-5,DL,N670DN,2181,LGA,MCO,131,950,14,55
2013,2,15,629,-6,931,-29,UA,N845UA,421,EWR,SFO,339,2565,6,29
2013,9,17,1700,0,1822,-33,AA,N3HDAA,199,JFK,ORD,110,740,17,0
2013,4,15,1758,-2,2039,-24,UA,N37263,1637,EWR,TPA,142,997,17,58
2013,3,29,1549,49,1818,17,DL,N660DL,2181,LGA,MCO,131,950,15,49
2013,11,4,1029,-1,1418,8,US,N544UW,679,JFK,PHX,317,2153,10,29
2013,12,31,1325,-5,1610,-12,DL,N373NW,381,LGA,MCO,147,950,13,25
2013,2,12,838,-2,958,-1,UA,N76526,1580,EWR,BOS,45,200,8,38
2013,2,22,1459,-1,1815,-22,DL,N718TW,2344,JFK,LAX,341,2475,14,59
2013,4,26,624,-6,808,3,AA,N4XDAA,303,LGA,ORD,120,733,6,24
2013,8,18,1539,4,1836,-25,DL,N3744F,2280,JFK,FLL,148,1069,15,39
2013,2,24,NA,NA,NA,NA,UA,,815,EWR,DEN,NA,1605,NA,NA
2013,8,2,827,4,943,3,UA,N29717,1199,EWR,BOS,50,200,8,27
2013,8,9,1928,146,2221,138,UA,N17730,1661,LGA,IAH,182,1416,19,28
2013,8,15,934,19,1238,7,DL,N924DL,2379,LGA,FLL,150,1076,9,34
2013,11,22,1309,33,1516,36,DL,N348NW,1131,LGA,DTW,97,502,13,9
2013,5,30,658,-2,954,-22,DL,N392DA,1415,JFK,SLC,254,1990,6,58
2013,8,4,2053,-6,2324,-35,UA,N416UA,559,EWR,TPA,128,997,20,53
2013,9,11,717,-7,812,-24,UA,N459UA,424,EWR,BOS,41,200,7,17
2013,7,11,1702,52,1811,11,AA,N4YLAA,343,LGA,ORD,106,733,17,2
2013,2,18,1718,-2,2037,4,DL,N322US,1779,LGA,FLL,170,1076,17,18
2013,5,20,559,-1,742,-14,DL,N369NB,731,LGA,DTW,79,502,5,59
2013,11,18,1612,12,1735,-6,UA,N14731,1051,LGA,ORD,119,733,16,12
2013,2,21,813,-2,1112,16,DL,N341NW,914,LGA,DEN,258,1620,8,13
2013,5,3,1617,32,1834,22,DL,N334NB,1705,LGA,MSY,164,1183,16,17
2013,12,16,1814,-1,2131,-4,AA,N3CFAA,1611,LGA,MIA,161,1096,18,14
2013,12,19,1215,15,1651,-3,UA,N75436,1626,EWR,SJU,194,1608,12,15
2013,5,22,1203,48,1418,37,UA,N463UA,448,LGA,DEN,211,1620,12,3
2013,5,8,1041,38,1217,43,FL,N967AT,353,LGA,CAK,60,397,10,41
2013,5,21,2018,49,2132,33,UA,N35407,1585,EWR,BOS,41,200,20,18
2013,11,12,1849,-6,2133,34,US,N557UW,2039,LGA,CLT,105,544,18,49
2013,2,24,605,-4,916,1,UA,N37437,1401,EWR,FLL,163,1065,6,5
2013,7,22,2210,170,2341,176,AA,N3GEAA,1762,JFK,BOS,33,187,22,10
2013,6,5,1212,0,1419,-20,UA,N76515,1134,EWR,PHX,282,2133,12,12
2013,10,23,1024,-6,1345,10,AA,N324AA,179,JFK,SFO,355,2586,10,24
2013,12,11,1328,29,1629,28,UA,N454UA,426,EWR,MIA,161,1085,13,28
2013,5,30,656,-4,802,-28,UA,N76503,1123,LGA,ORD,102,733,6,56
2013,9,26,1000,0,1154,21,FL,N992AT,353,LGA,CAK,58,397,10,0
2013,1,25,1837,-13,2057,7,AA,N512AA,2019,LGA,STL,144,888,18,37
2013,3,18,1457,-2,1816,-9,UA,N76505,1699,EWR,SFO,356,2565,14,57
2013,7,25,936,-9,1254,-11,AA,N3KHAA,1871,LGA,MIA,148,1096,9,36
2013,5,27,1228,-7,1443,-37,AA,N545AA,1033,EWR,DFW,179,1372,12,28
2013,3,17,1544,-1,1816,-8,DL,N3763D,95,JFK,ATL,118,760,15,44
2013,6,24,1621,-4,1742,-26,DL,N368NB,402,JFK,BOS,37,187,16,21
2013,7,2,1738,6,2017,-27,UA,N37434,1266,EWR,LAX,303,2454,17,38
2013,9,3,1418,-2,1529,-26,AA,N473AA,337,LGA,ORD,107,733,14,18
2013,10,5,1836,1,2121,-19,UA,N418UA,288,EWR,FLL,135,1065,18,36
2013,7,27,1154,-6,1450,-4,DL,N154DL,863,JFK,LAX,322,2475,11,54
2013,5,30,1729,1,2021,-36,UA,N35260,1078,EWR,SAT,204,1569,17,29
2013,6,25,1923,138,2210,110,AA,N3ADAA,1999,EWR,MIA,139,1085,19,23
2013,4,21,853,-7,1208,-16,DL,N721TW,120,JFK,LAX,328,2475,8,53
2013,7,26,1948,42,2106,34,UA,N17730,1116,EWR,BOS,43,200,19,48
2013,1,8,1501,-4,1807,33,UA,N521UA,745,LGA,DEN,250,1620,15,1
2013,5,19,1438,-7,1604,-21,AA,N549AA,2223,LGA,STL,125,888,14,38
2013,7,27,1131,-4,1427,-21,DL,N921DL,954,LGA,FLL,147,1076,11,31
2013,12,21,1940,96,2250,97,UA,N38467,1712,EWR,IAH,203,1400,19,40
2013,4,17,2115,195,2247,177,AA,N592AA,353,LGA,ORD,126,733,21,15
2013,10,15,1720,5,1951,-33,UA,N413UA,327,EWR,PDX,305,2434,17,20
2013,9,19,1659,-1,2006,-21,UA,N598UA,512,JFK,SFO,344,2586,16,59
2013,11,7,1114,-1,1422,-12,DL,N325NB,2098,LGA,MIA,162,1096,11,14
2013,10,24,1251,-9,1355,-20,US,N757UW,2181,LGA,DCA,47,214,12,51
2013,4,2,1917,-8,2212,-31,DL,N918DL,2139,LGA,MIA,152,1096,19,17
2013,8,10,1728,-2,2008,-34,DL,N959DL,1435,LGA,TPA,143,1010,17,28
2013,1,2,1126,-9,1451,-4,DL,N327NW,1171,LGA,RSW,169,1080,11,26
