State,CCN,Provider,Address,City,Zip,Phone,Ownership,PT,DateCertified,Rating,Grade
IA,167058,CLAYTON COUNTY VISITING NURSE ASSOCIATION         ,600 GUNDER ROAD NE                                                                                  ,ELKADER             ,52043,5632451145,Visiting Nurse Association,Yes,2/14/1973 0:00,4,90
IA,167061,TAMA COUNTY PUBLIC HEALTH & HO                    ,129 WEST HIGH STREET                                                                                ,TOLEDO              ,52342,6414844788,Official Health Agency,Yes,12/27/1973 0:00,,88
IA,167062,GRINNELL REGIONAL HOME CARE                       ,306 4TH AVENUE SUITE A                                                                              ,GRINNELL            ,50112,6412362385,Hospital Based Program,Yes,12/17/1973 0:00,,93
IA,167063,VIRGINIA GAY HOSPITAL HOME HEALTH AGENCY          ,502 NORTH 9TH AVENUE                                                                                ,VINTON              ,52349,3194726360,Hospital Based Program,Yes,1/3/1974 0:00,,93
IA,167064,HANCOCK COUNTY HEALTH SYSTEM COMMUNITY HEALTH     ,545 STATE STREET                                                                                    ,GARNER              ,50438,6419233676,Hospital Based Program,Yes,4/19/1974 0:00,,98
IA,167066,"CRAWFORD COUNTY HOME HEALTH, HOSPICE & PUBLIC HEAL",105 NORTH MAIN                                                                                      ,DENISON             ,51442,7122633303,Official Health Agency,Yes,5/1/1974 0:00,,100
IA,167067,MILLS COUNTY PUBLIC HEALTH                        ,212 INDEPENDENCE                                                                                    ,GLENWOOD            ,51534,7125279699,Official Health Agency,Yes,4/15/1974 0:00,,
IA,167071,MYRTUE MED CENTER HOME HEALTH                     ,2712 12TH STREET                                                                                    ,HARLAN              ,51537,7127554308,Hospital Based Program,Yes,1/9/1975 0:00,5,93
IA,167073,"MERCY HOME CARE, SIOUX CITY                       ","801 FIFTH STREET, SUITE 320 ROOM 3952                                                               ",SIOUX CITY          ,51101,7122335100,Local,Yes,1/23/1975 0:00,4,88
IA,167074,TAYLOR COUNTY PUBLIC HEALTH AGENCY                ,405 JEFFERSON STREET                                                                                ,BEDFORD             ,50833,7125233405,Official Health Agency,Yes,6/23/1975 0:00,4,90
IA,167076,CHICKASAW CO PUBLIC HEALTH & HOME CARE SERVICES   ,260 EAST PROSPECT                                                                                   ,NEW HAMPTON         ,50659,6413944053,Official Health Agency,Yes,9/10/1975 0:00,4,87
IA,167077,COMMUNITY HEALTH SERVICES                         ,235 8TH AVENUE WEST                                                                                 ,CRESCO              ,52136,5635472989,Hospital Based Program,Yes,10/30/1975 0:00,,80
IA,167079,IOWA COUNTY HEALTH DEPARTMENT                     ,"185 WEST DILLIN STREET, SUITE #1                                                                    ",MARENGO             ,52301,3197416422,Official Health Agency,Yes,12/31/1975 0:00,,
IA,167081,BUENA VISTA COUNTY PUBLIC HEALTH AND HOME CARE    ,1709 EAST RICHLAND STREET                                                                           ,STORM LAKE          ,50588,7127492548,Official Health Agency,Yes,6/30/1976 0:00,,92
IA,167083,AUDUBON COUNTY PHNS                               ,318 LEROY STREET                                                                                    ,AUDUBON             ,50025,7125632226,Official Health Agency,Yes,11/19/1976 0:00,,
IA,167085,JEFFERSON COUNTY PUBLIC HEALTH NURSING SERVICE    ,200 WEST BRIGGS                                                                                     ,FAIRFIELD           ,52556,6414725929,Official Health Agency,No,3/24/1977 0:00,,
IA,167087,HAMILTON COUNTY PUBLIC HEALTH NURSING SERVICES    ,820 JAMES STREET                                                                                    ,WEBSTER CITY        ,50595,5158329565,Official Health Agency,Yes,6/30/1977 0:00,3,85
IA,167088,KEOKUK COUNTY PHNS                                ,"101 S MAIN STREET, COURTHOUSE                                                                       ",SIGOURNEY           ,52591,6416223575,Official Health Agency,Yes,7/7/1977 0:00,,
IA,167095,BUTLER COUNTY PHNS                                ,428 SIXTH STREET                                                                                    ,ALLISON             ,50602,3192672934,Official Health Agency,Yes,6/1/1978 0:00,5,93
IA,167096,POCAHONTAS COUNTY HEALTH DEPARTMENT               ,99 COURT SQUARE                                                                                     ,POCAHONTAS          ,50574,7123354142,Official Health Agency,Yes,5/10/1978 0:00,,93
IA,167097,SAC COUNTY PHNS                                   ,116 SOUTH STATE STREET                                                                              ,SAC CITY            ,50583,7126624785,Official Health Agency,Yes,5/12/1978 0:00,,89
IA,167098,DECATUR COUNTY PUBLIC HEALTH AND HOME CARE        ,207 NE IDAHO STREET                                                                                 ,LEON                ,50144,6414466518,Official Health Agency,Yes,6/13/1978 0:00,,92
IA,167105,FLOYD VALLEY COMMUNITY HEALTH                     ,714 LINCOLN STREET NE                                                                               ,LE MARS             ,51031,7125463335,Hospital Based Program,Yes,5/15/1979 0:00,5,92
IA,167106,LAKES REGIONAL HEALTHCARE HOME CARE               ,2301 HIGHWAY 71                                                                                     ,SPIRIT LAKE         ,51360,7123368709,Hospital Based Program,Yes,5/16/1979 0:00,4,92
IA,167108,GUTHRIE COUNTY PHNS                               ,2002 STATE STREET                                                                                   ,GUTHRIE CENTER      ,50115,6417473972,Official Health Agency,Yes,6/1/1979 0:00,4,89
IA,167109,WASHINGTON CO. PUBLIC HEALTH                      ,"110 NORTH IOWA AVENUE, SUITE 300                                                                    ",WASHINGTON          ,52353,3196537758,Official Health Agency,Yes,6/6/1979 0:00,,93
IA,167110,WEBSTER COUNTY HEALTH DEPARTMENT                  ,"723 1ST AVENUE SOUTH, SUITE 220                                                                     ",FORT DODGE          ,50501,5155734107,Official Health Agency,Yes,6/29/1979 0:00,,88
IA,167111,VAN BUREN COUNTY PHNS                             ,404 DODGE STREET                                                                                    ,KEOSAUQUA           ,52565,3192933431,Official Health Agency,Yes,5/23/1979 0:00,,
IA,167116,UNITYPOINT HEALTH - MARSHALLTOWN                  ,3 SOUTH 4TH AVENUE                                                                                  ,MARSHALLTOWN        ,50158,6417546353,Hospital Based Program,Yes,11/29/1979 0:00,,
IA,167118,FRANKLIN COUNTY PUBLIC HEALTH                     ,1600 CENTRAL AVENUE EAST                                                                            ,HAMPTON             ,50441,6414565820,Official Health Agency,Yes,3/5/1980 0:00,5,92
IA,167119,V M H COMUNITY & HOME CARE                        ,40 FIRST STREET SE                                                                                  ,WAUKON              ,52172,5635685660,Hospital Based Program,Yes,10/28/1980 0:00,5,92
IA,167120,AVERA AT HOME                                     ,826 NORTH EIGHTH STREET                                                                             ,ESTHERVILLE         ,51334,7123626169,Official Health Agency,Yes,7/21/1981 0:00,4,90
IA,167124,KINDRED AT HOME                                   ,1067 NORTH CENTER POINT ROAD                                                                        ,HIAWATHA            ,52233,3193934742,Local,Yes,6/7/1982 0:00,4,90
IA,167127,SOUTHWEST IOWA HOME HEALTH SERVICES               ,301 MAIN STREET                                                                                     ,SIDNEY              ,51652,7123742685,Hospital Based Program,Yes,12/15/1982 0:00,5,93
IA,167133,MERCY HOME CARE - DES MOINES                      ,"500 SW 7TH STREET, SUITE 104                                                                        ",DES MOINES          ,50309,5156438383,Local,Yes,3/1/1984 0:00,4,89
IA,167134,WRIGHT COUNTY HEALTH DEPARTMENT                   ,115 FIRST STREET SE                                                                                 ,CLARION             ,50525,5155323461,Official Health Agency,Yes,2/22/1984 0:00,5,89
IA,167136,GREAT RIVER HOME HEALTH CARE                      ,1306 SOUTH WASHINGTON ROAD                                                                          ,WEST BURLINGTON     ,52655,3197683350,Hospital Based Program,Yes,1/18/1984 0:00,5,94
IA,167140,MERCY HOME CARE - NORTH IOWA                      ,910 NORTH EISENHOWER                                                                                ,MASON CITY          ,50401,6414286444,Hospital Based Program,Yes,8/7/1984 0:00,5,91
IA,167145,MERCY HOME CARE - DUBUQUE                         ,250 MERCY DRIVE                                                                                     ,DUBUQUE             ,52001,5635898899,Hospital Based Program,Yes,9/19/1984 0:00,5,93
IA,167146,BURGESS HOME HEALTH                               ,1600 DIAMOND STREET                                                                                 ,ONAWA               ,51040,7124232311,Hospital Based Program,Yes,9/21/1984 0:00,4,89
IA,167147,UNITYPOINT AT HOME                                ,3731 UNIVERSITY AVE                                                                                 ,WATERLOO            ,50703,3192353702,Local,Yes,10/17/1984 0:00,4,87
IA,167148,UNITYPOINT AT HOME                                ,11333  AURORA  AVENUE                                                                               ,URBANDALE           ,50322,5155573100,Local,Yes,10/10/1984 0:00,3,87
IA,167149,UNITYPOINT AT HOME                                ,214 S 25TH STREET                                                                                   ,FORT DODGE          ,50501,5155746416,Local,Yes,10/12/1984 0:00,4,90
IA,167151,MERCY HOME CARE                                   ,2740 FIRST AVENUE NE                                                                                ,CEDAR RAPIDS        ,52402,3193986034,Hospital Based Program,Yes,10/24/1984 0:00,3,86
IA,167154,MERCY HOME CARE & HOSPICE                         ,638 SOUTH BLUFF BOULEVARD                                                                           ,CLINTON             ,52732,5632443766,Hospital Based Program,Yes,11/21/1984 0:00,4,86
IA,167156,REGIONAL MEDICAL CENTER HOME CARE                 ,613 WEST MAIN STREET                                                                                ,MANCHESTER          ,52057,5639277303,Hospital Based Program,Yes,3/22/1985 0:00,5,90
IA,167157,MOBILE NURSING SERVICES                           ,705 AVENUE G                                                                                        ,FORT MADISON        ,52627,3193728023,Local,Yes,4/4/1985 0:00,3,86
IA,167159,UNITYPOINT AT HOME                                ,2905 HAMILTON BOULEVARD                                                                             ,SIOUX CITY          ,51104,7122793279,Local,Yes,4/16/1985 0:00,4,91
IA,167162,STEWART MEMORIAL COMMUNITY HOSPITAL HOME CARE     ,1301 WEST MAIN                                                                                      ,LAKE CITY           ,51449,7124644205,Hospital Based Program,Yes,5/6/1985 0:00,,95
IA,167164,SIOUX CENTER HOME HEALTH AND HOSPICE              ,1400 7TH AVENUE SE                                                                                  ,SIOUX CENTER        ,51250,7127228108,Hospital Based Program,Yes,6/21/1985 0:00,5,89
IA,167165,HORN MEMORIAL HOSPITAL H H A                      ,700 EAST SECOND STREET-PHYSICAL LOCATION                                                            ,IDA GROVE           ,51445,7123647311,Hospital Based Program,Yes,7/18/1985 0:00,4,88
IA,167166,COMMUNITY HEALTH SERVICES                         ,1515 SOUTH PHILLIPS                                                                                 ,ALGONA              ,50511,5152954430,Hospital Based Program,Yes,7/19/1985 0:00,4,94
IA,167167,SANFORD HOME HEALTH AND  HOSPICE SHELDON          ,118 NORTH SEVENTH AVENUE                                                                            ,SHELDON             ,51201,7123246420,Hospital Based Program,Yes,7/22/1985 0:00,4,86
IA,167176,OTTUMWA REGIONAL HOME CARE                        ,"1011 PENNSYLVANIA AVENUE,SUITE D                                                                    ",OTTUMWA             ,52501,6416843136,Hospital Based Program,Yes,12/11/1985 0:00,4,88
IA,167177,OSCEOLA COMMUNITY HEALTH SERVICES                 ,115 CEDAR LANE                                                                                      ,SIBLEY              ,51249,7127544611,Hospital Based Program,Yes,12/17/1985 0:00,,
IA,167180,UNITYPOINT AT HOME                                ,112 WEST 5TH STREET                                                                                 ,STORM LAKE          ,50588,7127492741,Local,Yes,1/22/1986 0:00,5,94
IA,167181,MERCY HOME HEALTH CARE                            ,585 WEST CHERRY STREET                                                                              ,NORTH LIBERTY       ,52317,3193582740,Hospital Based Program,Yes,2/4/1986 0:00,4,90
IA,167185,GOOD SAMARITAN SOCIETY - HOME CARE                ,"1710 LINCOLN AVENUE, SUITE A                                                                        ",SPIRIT LAKE         ,51360,7123363412,Local,Yes,8/26/1986 0:00,4,88
IA,167186,COVENANT HOME HEALTH                              ,"2101 KIMBALL AVENUE, SUITE 140                                                                      ",WATERLOO            ,50702,3192725050,Hospital Based Program,Yes,12/15/1986 0:00,5,92
IA,167187,KINDRED AT HOME                                   ,"6200 AURORA AVENUE, SUITE 100E                                                                      ",URBANDALE           ,50322,5152770977,Local,Yes,3/16/1987 0:00,2,84
IA,167188,GUNDERSEN PALMER LUTHERAN HOSP & CLIN-HOME HEALTH ,200 JEFFERSON STREET                                                                                ,WEST UNION          ,52175,5634226267,Hospital Based Program,Yes,6/2/1987 0:00,3,86
IA,167190,WINNESHIEK MEDICAL CENTER HOME HEALTH             ,901 MONTGOMERY STREET                                                                               ,DECORAH             ,52101,5633873024,Hospital Based Program,Yes,8/27/1987 0:00,4,90
IA,167192,CHEROKEE REGIONAL MEDICAL CENTER - HOME CHOICE    ,1000 SOUTH SECOND STREET-PRACTICE LOCATION                                                          ,CHEROKEE            ,51012,7122256459,Hospital Based Program,Yes,10/26/1989 0:00,5,93
IA,167207,ST ANTHONY HOME HEALTH AGENCY                     ,318 SOUTH MAPLE STREET                                                                              ,CARROLL             ,51401,7127945279,Hospital Based Program,Yes,12/10/1992 0:00,5,91
IA,167213,CARROLL AREA NURSING SERVICES                     ,603 WEST 8TH STREET                                                                                 ,CARROLL             ,51401,7127921111,Local,Yes,9/13/1993 0:00,4,87
IA,167220,PELLA REGIONAL HOME HEALTH AGENCY                 ,505 UNION STREET                                                                                    ,PELLA               ,50219,6416286638,Hospital Based Program,Yes,3/11/1994 0:00,4,89
IA,167226,RECOVER HEALTH                                    ,"1509 WEST BROADWAY, SUITE 4                                                                         ",COUNCIL BLUFFS      ,51501,7123258989,Local,Yes,10/10/1994 0:00,2,80
IA,167235,QUALITY HOME CARE PROFESSIONALS                   ,101 EAST MARION                                                                                     ,KNOXVILLE           ,50138,6418287889,Local,Yes,3/17/1995 0:00,4,87
IA,167236,HEGG HOME HEALTH CARE                             ,1202 21ST AVENUE                                                                                    ,ROCK VALLEY         ,51247,7124768050,Hospital Based Program,Yes,3/27/1995 0:00,5,91
IA,167237,BREMER COUNTY HEALTH DEPARTMENT                   ,403 3RD STREET SE                                                                                   ,WAVERLY             ,50677,3193522990,Official Health Agency,Yes,4/18/1995 0:00,4,88
IA,167239,HOME SWEET HOME CARE                              ,16 WEST SIXTH STREET                                                                                ,ATLANTIC            ,50022,7122435343,Local,Yes,4/27/1995 0:00,4,90
IA,167243,ORANGE CITY HOME HEALTH                           ,400 CENTRAL AVENUE NW                                                                               ,ORANGE CITY         ,51041,7127375279,Hospital Based Program,Yes,8/17/1995 0:00,4,89
IA,167245,WELCOV HOME HEALTH OF SERGEANT BLUFF              ,112 GAUL DRIVE                                                                                      ,SERGEANT BLUFF      ,51054,7129437644,Skilled Nursing Facility Based Program,Yes,9/1/1995 0:00,4,87
IA,167247,HEARTLAND HOME CARE                               ,212 NORTH MARKET STREET                                                                             ,OSKALOOSA           ,52577,6416722944,Local,Yes,10/17/1995 0:00,,
IA,167249,UNIVERSAL PEDIATRICS                              ,"6750 WESTOWN PARKWAY, SUITE 115A                                                                    ",WEST DES MOINES     ,50266,5152802180,Local,No,12/15/1995 0:00,,
IA,167262,EASTERN IOWA VISITING NURSES & HOME HEALTH CARE   ,820 W 1ST STREET  SUITE 300                                                                         ,MONTICELLO          ,52310,3194656299,Local,Yes,7/25/1996 0:00,,
IA,167263,"REGIONAL HOME HEALTH CARE, INC                    ",418 MAIN STREET                                                                                     ,DONNELLSON          ,52625,3198359035,Local,Yes,7/24/1996 0:00,,95
IA,167267,COMFORT CARE MEDICARE INC                         ,4027 GLASS ROAD NE                                                                                  ,CEDAR RAPIDS        ,52402,3192943527,Local,Yes,12/13/1996 0:00,2,85
IA,167270,INTREPID USA HEALTHCARE SERVICES                  ,"8365 UNIVERSITY BOULEVARD, SUITE B                                                                  ",CLIVE               ,50325,5152789920,Local,Yes,12/12/1996 0:00,,87
IA,167276,THERAPY SOLUTIONS  INC                            ,209 29TH STREET NE                                                                                  ,CEDAR RAPIDS        ,52402,3198613322,Local,Yes,6/26/1997 0:00,3,86
IA,167279,SMC HOME HEALTH AND HOSPICE                       ,300 PERSHING AVE                                                                                    ,SHENANDOAH          ,51601,7122467317,Hospital Based Program,Yes,7/14/1997 0:00,4,91
IA,167281,F M C H HOME HEALTH CARE                          ,"5445 AVENUE O, SUITE 114                                                                            ",FORT MADISON        ,52627,3193762166,Hospital Based Program,Yes,8/14/1997 0:00,5,91
IA,167282,WELCOV HOME HEALTH OF RED OAK                     ,1600 SUMMIT STREET                                                                                  ,RED OAK             ,51566,7126232500,Skilled Nursing Facility Based Program,Yes,5/5/1998 0:00,3,90
IA,167283,ADVANCED HOME HEALTH CARE INC                     ,550 ROOSEVELT AVENUE                                                                                ,BURLINGTON          ,52601,3197536270,Official Health Agency,Yes,4/30/1998 0:00,4,86
IA,167284,SOUTH CENTRAL HOME HEALTH CARE                    ,303 SW LORRAINE                                                                                     ,LEON                ,50144,6414468953,Local,Yes,7/28/1998 0:00,,
IA,167286,CHILDSERVE HOME CARE                              ,5900 PIONEER PARKWAY                                                                                ,JOHNSTON            ,50131,5157278750,Local,Yes,2/24/1999 0:00,,
IA,167287,WELCOV HOME HEALTH OF LOGAN                       ,314 SOUTH ELM STREET                                                                                ,LOGAN               ,51546,7126443529,Skilled Nursing Facility Based Program,Yes,3/30/1999 0:00,,91
IA,167288,"IOWA HOME CARE, L L C                             ",2500 UNIVERSITY AVENUE                                                                              ,WEST DES MOINES     ,50266,5152229995,Local,Yes,8/26/2004 0:00,2,80
IA,167290,SUNNY BROOK HOME CARE INC                         ,"400 HIGHLAND STREET, SUITE 102                                                                      ",FAIRFIELD           ,52556,6414724808,Local,Yes,11/30/2001 0:00,2,81
IA,167292,ANGELS CARE HOME HEALTH OF IOWA                   ,"900 WOODBURY AVENUE, SUITE 2B                                                                       ",COUNCIL BLUFFS      ,51503,7123523640,Local,Yes,2/19/2002 0:00,3,85
IA,167293,CIRCLE OF FRIENDS HOME CARE                       ,1010 NORTH SEVENTH STREET                                                                           ,CHARITON            ,50049,6417742339,Local,Yes,6/24/2002 0:00,4,89
IA,167294,SKYLINE CENTER INC HOME HEALTH                    ,2600 NORTH FOURTH STREET                                                                            ,CLINTON             ,52732,5632434065,Local,Yes,4/13/2004 0:00,,
IA,167295,WESLEY LIFE HOME HEALTH                           ,5508 NW 88TH ST                                                                                     ,JOHNSTON            ,50131,5159782777,Local,Yes,9/20/2004 0:00,1,81
IA,167299,ABOVE AND BEYOND HOME HEALTH                      ,417 EAST 1ST STREET                                                                                 ,MONTICELLO          ,52310,3194653059,Local,Yes,3/25/2005 0:00,4,86
IA,167305,RECOVER HEALTH                                    ,"2020 INDIAN HILLS DRIVE,                                                                            ",SIOUX CITY          ,51104,7122335494,Local,Yes,5/23/1996 0:00,3,84
IA,167306,FAMILY CARE SOLUTIONS LLC                         ,4893 UTICA RIDGE ROAD                                                                               ,DAVENPORT           ,52807,5633320520,Local,Yes,4/2/1996 0:00,,
IA,167313,RECOVER HEALTH                                    ,"700 FIRST AVENUE NE, STE 200                                                                        ",CEDAR RAPIDS        ,52402,3193736294,Local,Yes,7/7/1999 0:00,2,82
IA,167315,UNIVERSAL PEDIATRICS                              ,829 NORTH GRIFFITH ROAD                                                                             ,CARROLL             ,51401,7127927921,Local,No,7/18/2002 0:00,,
IA,167316,UNIVERSAL PEDIATRICS                              ,115 NORTH 3RD AVENUE W                                                                              ,NEWTON              ,50208,6417925553,Local,No,12/10/2004 0:00,,
IA,167320,"IOWA HOME CARE, L L C                             ",1325 1ST AVENUE SOUTH                                                                               ,FORT DODGE          ,50501,5155762273,Local,Yes,7/21/2010 0:00,,77
IA,167321,UNIVERSAL PEDIATRICS                              ,702 PARK STREET                                                                                     ,SHELDON             ,51201,7123244012,Local,No,12/8/2011 0:00,,
IA,167322,"IOWA HOME CARE, L L C                             ","1112 N VAN BUREN AVE, SUITE 3                                                                       ",OTTUMWA             ,52501,6412265050,Local,Yes,7/30/2012 0:00,,80
IA,167324,"OPEN ARMS HOME HEALTH CARE, L L C                 ",3390 LAKE RIDGE DRIVE                                                                               ,DUBUQUE             ,52003,5635832400,Local,Yes,12/19/2012 0:00,,
IA,167325,UNIVERSAL PEDIATRICS                              ,518 8TH STREET                                                                                      ,SIOUX CITY          ,51101,7127908047,Local,No,12/23/2014 0:00,,
IA,167326,"OPTIMAE HOME HEALTH SERVICES, CENTRAL IOWA        ","600 EAST COURT AVENUE, SUITE 201                                                                    ",DES MOINES          ,50309,5152770134,Local,Yes,12/18/2014 0:00,3,81
IA,167328,UNIVERSAL PEDIATRICS                              ,"1605 ASSOCIATES DRIVE, SUITE 103                                                                    ",DUBUQUE             ,52002,5635575762,Local,No,12/16/2015 0:00,,
IA,167400,NURSE FORCE INC                                   ,2900 WESTOWN PARKWAY STE 200                                                                        ,WEST DES MOINES     ,50266,5152244566,Local,Yes,9/22/2005 0:00,,74
IA,167402,"HEIGHTS HOME HEALTH, INC                          ","114 NORTH 4TH STREET, SUITE C                                                                       ",MAPLETON            ,51034,7128817144,Local,Yes,2/10/2006 0:00,,
IA,167403,OPTIMAE HOME HEALTH SERVICES                      ,206 WEST BURLINGTON AVENUE                                                                          ,FAIRFIELD           ,52556,6414724464,Local,Yes,3/15/2006 0:00,2,76
IA,167405,CAREAGE HOME CARE                                 ,203 E BOW DRIVE                                                                                     ,CHEROKEE            ,51012,7122255129,Local,Yes,10/4/2007 0:00,4,91
IA,167406,FREEDOM HOME HEALTH CARE INC                      ,"2701 SE CONVENIENCE BOULEVARD, STE 10                                                               ",ANKENY              ,50021,5152071501,Official Health Agency,Yes,1/28/2009 0:00,2,82
IA,167407,GOOD SAMARITAN SOCIETY HOME CARE                  ,802 N ROLFF STREET                                                                                  ,DAVENPORT           ,52804,5633231256,Local,Yes,2/19/2009 0:00,2,82
IA,167409,NEW CHOICES                                       ,"2415 18TH STREET, SUITE 206                                                                         ",BETTENDORF          ,52722,5633555502,Local,Yes,12/15/2008 0:00,,93
IA,167410,LUTHERAN HOME HEALTH AGENCY                       ,1413 2ND AVENUE                                                                                     ,VINTON              ,52349,3194722092,Local,Yes,11/5/2009 0:00,,
IA,167411,OUTREACH HOMEHEALTH SERVICES INC                  ,1616 ROCKINGHAM ROAD                                                                                ,DAVENPORT           ,52802,3097863541,Local,Yes,7/30/2010 0:00,,
IA,167415,VISITING NURSE SERVICES OF IOWA                   ,3000 EASTON BLVD                                                                                    ,DES MOINES          ,50317,5155589591,Local,Yes,4/1/2010 0:00,,94
IA,167416,GOOD SAMARITAN SOCIETY-HOME CARE                  ,708 S JEFFERSON WAY                                                                                 ,INDIANOLA           ,50125,5159612596,Local,Yes,2/9/2010 0:00,,83
IA,167421,INTERIM HEALTH CARE OF SOUTHERN IOWA              ,209 N CLINTON ST                                                                                    ,ALBIA               ,52531,6419322513,Local,Yes,8/15/2013 0:00,4,93
IA,167423,CAREGIVERS HOME HEALTH                            ,19999 ST JOSEPHS DRIVE                                                                              ,CENTERVILLE         ,52544,6414371999,Local,Yes,1/10/2014 0:00,,95
IA,167424,REGENCY NURSING SERVICES INC                      ,"939 OFFICE PARK ROAD, SUITE 211                                                                     ",WEST DES MOINES     ,50265,5156616158,Local,Yes,1/13/2014 0:00,,78
IA,167425,TO THE RESCUE                                     ,139 40TH STREET NE                                                                                  ,CEDAR RAPIDS        ,52402,3195501890,Local,Yes,9/10/2014 0:00,,91
IA,167426,RECOVER HEALTH                                    ,4685 MERLE HAY ROAD  SUITE 103                                                                      ,DES MOINES          ,50322,5154977700,Local,Yes,8/21/2014 0:00,,
IA,167427,KEYSTONE HOME HEALTH                              ,280 5TH STREET 2                                                                                    ,KEYSTONE            ,52249,3194423650,Local,Yes,1/20/2015 0:00,4,85
IA,167428,CARE AT HOME IOWA                                 ,"907 EAST WASHINGTON STREET, SUITE 105                                                               ",MOUNT PLEASANT      ,52641,3193301755,Local,No,7/17/2015 0:00,3,85
IA,167429,NURSE AT HOME                                     ,1700 MT PLEASANT ST                                                                                 ,BURLINGTON          ,52601,3192081353,Local,Yes,3/8/2016 0:00,,
IA,167430,VNS HOME CARE                                     ,808 LAUREL ST SUITE B                                                                               ,CRESTON             ,50801,8558674592,Local,Yes,10/26/2016 0:00,,
IA,167431,"OPEN ARMS HOME HEALTH CARE - WATERLOO, LLC        ",421 OAK AVENUE                                                                                      ,WATERLOO            ,50703,3192322498,Local,Yes,12/2/2016 0:00,,
IA,167432,"OPEN ARMS HOME HEALTH CARE - COUNCIL BLUFFS, LLC  ",2306 SHERWOOD DRIVE                                                                                 ,CO BLUFFS           ,51503,7122562034,Local,Yes,2/8/2017 0:00,,
IA,167433,SUNCREST HOME HEALTH                              ,5959 VILLAGE VIEW DRIVE  SUITE 100                                                                  ,WEST DES MOINES     ,50266,5153276026,Local,Yes,5/2/2017 0:00,,
IA,167434,"PURE HEALTH SERVICES, LLC                         ",201 N 7TH STREET                                                                                    ,CLARINDA            ,51632,7128501323,Local,Yes,8/14/2017 0:00,,
IA,167435,"OPEN ARMS HOME HEALTH CARE - DES MOINES, LLC      ",1331 IDAHO STREET                                                                                   ,DES MOINES          ,50316,5152663800,Local,Yes,10/19/2017 0:00,,
KS,177003,CLOUD COUNTY HOME HEALTH AGENCY                   ,910 WEST 11TH                                                                                       ,CONCORDIA           ,66901,7852438140,Official Health Agency,Yes,7/1/1966 0:00,,
KS,177017,SALINE COUNTY HEALTH DEPARTMENT                   ,125 WEST ELM STREET                                                                                 ,SALINA              ,67401,7858266606,Official Health Agency,Yes,7/1/1966 0:00,5,95
KS,177021,WASHINGTON COUNTY HHA                             ,104 EAST 2ND STREET                                                                                 ,WASHINGTON          ,66968,7853252600,Official Health Agency,Yes,7/1/1966 0:00,,
KS,177030,JEFFERSON COUNTY HOME HEALTH AGENCY               ,1212 WALNUT STREET- US HIGHWAY 59                                                                   ,OSKALOOSA           ,66066,7858632447,Official Health Agency,Yes,8/1/1967 0:00,4,91
KS,177031,NORTHEAST KANSAS MULTI COUNTY HHA                 ,907 SOUTH  2ND STREET                                                                               ,HIAWATHA            ,66434,7857427192,Local,Yes,12/7/1972 0:00,,
KS,177034,VISITING NURSES ASSOCIATION (VNA)                 ,200 MAINE STREET STE C                                                                              ,LAWRENCE            ,66044,7858433738,Visiting Nurse Association,Yes,3/10/1969 0:00,3,86
KS,177045,MERCY HOME HEALTH-FORT SCOTT                      ,902 SOUTH HORTON STREET                                                                             ,FORT SCOTT          ,66701,6202238090,Hospital Based Program,Yes,11/1/1974 0:00,4,92
KS,177053,SUSAN B ALLEN MEM HOSPITAL HHA                    ,620 WEST CENTRAL                                                                                    ,EL DORADO           ,67042,3163224540,Hospital Based Program,Yes,10/17/1977 0:00,5,91
KS,177059,NEWTON MEDICAL CENTER HOME HEALTH AGENCY          ,"1715 MEDICAL PARKWAY, SUITE 100                                                                     ",NEWTON              ,67114,3162838220,Hospital Based Program,Yes,4/4/1978 0:00,4,90
KS,177060,NMRMC HOME HEALTH AGENCY                          ,1709 WEST 7TH STREET                                                                                ,CHANUTE             ,66720,6204325436,Hospital Based Program,Yes,5/1/1978 0:00,5,92
KS,177062,SUMNER COUNTY HOME HEALTH AGENCY                  ,217 W 8TH STREET SUITE 2                                                                            ,WELLINGTON          ,67152,6203265312,Official Health Agency,Yes,8/10/1978 0:00,,91
KS,177063,DONIPHAN CO HEALTH DEPT HHA                       ,201 SOUTH MAIN                                                                                      ,TROY                ,66087,7859853591,Official Health Agency,Yes,8/21/1978 0:00,5,94
KS,177064,HOMECARE & HOSPICE INC                            ,3801 VANESTA DRIVE                                                                                  ,MANHATTAN           ,66503,7855370688,Local,Yes,10/1/1978 0:00,,84
KS,177065,GOLDEN BELT HOME HEALTH AND HOSPICE               ,"3515 BROADWAY, SUITE 214                                                                            ",GREAT BEND          ,67530,6207928171,Local,Yes,5/1/1979 0:00,5,95
KS,177070,NEMAHA COUNTY HOME HEALTH & HOSPICE               ,14TH & OREGON                                                                                       ,SABETHA             ,66534,7852842288,Hospital Based Program,Yes,5/1/1979 0:00,4,94
KS,177071,NORTH CENTRAL KANSAS HHA                          ,310  WEST 8TH STREET                                                                                ,BELOIT              ,67420,7857385175,Local,Yes,2/1/1979 0:00,,
KS,177077,PHILLIPS COUNTY HHA                               ,784 SIXTH STREET                                                                                    ,PHILLIPSBURG        ,67661,7855436850,Official Health Agency,Yes,1/1/1980 0:00,,
